ID;DEPARTAMENTO;ACCESS POINT;ATA AUDIOCODES;EQUIPO CLIENTE;EQUIPO SERVIDOR;IMPRESORA LASER;MESA PARA TV O IMPRESORA;SKY EDGE WEB ENHANCE;SWITCH 8 PUERTOS;TELEFONO PUBLICO;"TELEVISOR 42""";Total general
51247;SUCRE;AP1857;AT1857;;ES1857;IM1857;ME2604;SE1857;SW1857;;TV1857;8
51248;SUCRE;AP1763;AT1763;;ES1763;IM3254;ME2557;SE1763;SW1763;TP3050;TV2061;9
51249;SUCRE;AP1757;AT1757;;ES1757;IM2878;ME2552;SE1757;SW1757;TP2015;TV1757;9
51250;CAUCA;;;;;IM0823;;SE0374;;;TV0464;3
51251;CAUCA;AP0389;AT0436;;ES0348;IM0373;ME1193;SE0623;SW0501;TP0208;TV0021;9
51252;CAUCA;AP0262;AT0262;;;;ME1439;SE0262;SW0262;TP0262;TV0262;7
51253;SUCRE;AP1943;AT1907;;ES2036;IM2036;ME2848;SE1964;SW1935;TP4946;TV1916;9
51254;BOLIVAR;AP2284;AT2233;;ES2413;IM2433;ME2874;SE2433;SW2183;TP2984;TV2433;9
51255;CAUCA;AP0787;AT0787;;ES0787;IM0787;ME1626;SE0787;SW0787;TP0787;TV0787;9
51256;SUCRE;AP1929;AT1980;;ES2017;IM2352;ME2822;SE1903;SW1898;TP4920;TV1968;9
51257;SUCRE;AP1931;AT1982;;;IM2022;ME2824;SE1935;SW1900;TP1874;TV1970;8
51258;BOLIVAR;AP2446;AT2156;;ES2125;IM2454;ME2871;SE2178;SW2346;TP2350;TV2256;9
51261;CAUCA;AP0018;AT0018;;ES0018;IM0469;ME1302;SE0018;SW0499;TP0018;TV0420;9
51262;CAUCA;AP0759;AT0758;;ES0758;IM0759;ME3523;SE0758;SW0759;TP0758;TV0758;9
51263;CAUCA;AP0723;AT0723;;ES0723;IM0180;ME1163;SE0291;SW0490;TP0723;TV0723;9
51265;CAUCA;AP0487;AT0826;;ES0487;IM0237;;SE0332;SW0466;TP0529;TV0228;8
51266;CAUCA;AP0290;AT3124;;ES0464;IM0288;ME1194;SE0290;SW0290;TP2133;TV0290;9
51267;CAUCA;AP0376;AT0429;;ES0401;IM0380;ME1170;SE0629;SW0621;TP4275;TV0027;9
51268;CAUCA;AP0024;AT0427;;ES3110;IM0024;ME3651;SE0630;SW0619;TP0805;TV0014;9
51269;CAUCA;AP0462;AT0849;;ES0463;IM2963;ME1395;SE0355;SW0312;TP4060;TV0249;9
51270;CAUCA;AP0375;AT0428;;ES0329;IM0213;ME1171;SE0628;SW0620;TP0229;TV0015;9
51271;CAUCA;AP0368;AT2921;;ES0321;IM0371;ME1251;SE0621;SW0500;TP3584;TV0007;9
51272;CAUCA;AP0289;AT0289;;ES0288;IM3016;ME3571;SE0289;SW0289;TP0482;TV0289;9
51273;CAUCA;AP0424;AT0815;;ES0318;IM0206;ME1478;SE0670;SW0021;TP0026;TV0732;9
51274;CAUCA;AP0367;AT2919;;ES3162;IM0370;ME1160;SE0553;SW2912;TP3581;TV0067;9
51275;CAUCA;AP0010;AT0291;;ES0032;IM0010;ME1164;SE0009;SW0291;TP4246;TV0006;9
51276;CAUCA;AP0387;AT0435;;ES0347;IM0390;ME1474;SE0812;SW0362;TP2945;TV0020;9
51277;CAUCA;AP2920;AT2912;;ES3158;IM3261;ME1182;SE3807;SW2923;TP0222;TV0072;9
51278;CAUCA;AP0530;AT0674;;ES0531;IM0071;ME1072;SE0634;SW0344;TP0060;TV0327;9
51279;CAUCA;AP0360;AT0413;;ES0313;IM0363;ME1154;SE0613;SW0607;TP0248;TV0060;9
51280;CAUCA;AP0687;AT2972;;ES0537;IM0619;ME1472;SE0844;SW0376;TP3595;TV0335;9
51281;CAUCA;AP0765;AT0765;;ES0765;IM3539;ME1256;SE0765;SW0765;TP0765;TV0765;9
51282;CAUCA;AP0269;AT0780;;ES0780;IM0780;ME1259;SE0780;SW0780;TP3654;TV0268;9
51283;CAUCA;AP0783;AT0783;;ES0783;IM3197;ME3547;SE0783;SW0783;TP0784;TV0783;9
51285;CORDOBA;AP1498;AT1359;;ES1463;IM1609;ME2349;SE1209;SW1412;TP1293;TV1691;9
51286;CORDOBA;AP1685;AT1704;;ES1576;IM1420;ME3817;SE1419;SW1628;TP3010;TV1467;9
51287;CORDOBA;AP1657;AT1514;;ES1698;;ME2408;SE1347;SW1509;TP4669;TV1513;8
51288;SUCRE;AP1727;AT1727;;ES1727;IM1727;ME2526;SE1727;SW1727;TP2098;TV1727;9
51289;SUCRE;AP1809;AT1804;;ES1803;IM3246;ME2599;SE1804;SW1804;TP4937;TV1804;9
51290;CAUCA;AP0023;AT0023;;ES3147;IM0401;ME3654;SE0023;SW0023;TP3154;TV0496;9
51291;CAUCA;AP0950;AT1130;;ES1031;IM0971;ME2039;SE1111;SW1030;TP1170;TV1010;9
51292;CAUCA;AP0713;AT0713;;ES0713;IM3001;ME1667;SE0713;SW0713;TP0713;TV0713;9
51294;CORDOBA;AP1611;AT1450;EC1256;ES1611;IM1461;ME2443;SE1261;SW1261;TP1210;TV1561;10
51295;CAUCA;AP0392;AT0773;;ES0345;IM0394;ME1176;SE0816;SW0366;TP0214;TV0024;9
51296;CAUCA;AP0659;AT0098;;ES0212;IM0615;ME1029;SE0624;SW0347;TP0627;TV0676;9
51298;SUCRE;AP1759;AT1759;;ES1759;IM1759;ME2551;SE1759;SW1759;;TV1759;8
51299;CORDOBA;AP1460;AT1399;;ES1470;IM3295;ME2316;SE1218;SW1419;TP1270;TV1275;9
51300;CORDOBA;AP1408;AT1348;;ES1308;IM3063;ME2143;SE1608;SW1308;;TV1308;8
51301;CAUCA;AP0729;AT0729;;ES0729;IM2559;ME0729;SE0729;SW0729;TP0729;TV0729;9
51302;VALLE DEL CAUCA;AP1072;AT1015;;ES1170;IM1014;ME3725;SE0992;SW1142;TP4324;TV0865;9
51304;VALLE DEL CAUCA;AP1087;AT1040;;ES1189;IM1033;ME1753;SE0963;SW1124;TP0863;TV0880;9
51306;VALLE DEL CAUCA;AP1080;AT1023;;ES1181;IM3617;ME1871;SE1003;SW1150;TP4335;TV0873;9
51308;VALLE DEL CAUCA;AP1124;AT0925;;ES1094;IM1164;ME1940;SE1105;SW1095;TP1184;TV1034;9
51309;VALLE DEL CAUCA;AP1088;AT1041;;ES1190;IM1034;ME1755;SE0962;SW1125;TP1035;TV0881;9
51310;VALLE DEL CAUCA;AP1202;AT1082;;ES0880;IM1132;ME1858;SE0882;SW0889;TP1102;TV1179;9
51311;VALLE DEL CAUCA;AP1077;AT1019;;ES1178;IM1021;ME1870;SE1000;SW1147;TP1120;TV0870;9
51312;VALLE DEL CAUCA;AP1071;AT1014;;ES1169;IM2935;ME1959;SE0991;SW1141;TP4314;TV0864;9
51313;VALLE DEL CAUCA;AP1063;AT1007;;ES0907;IM1007;ME1833;SE0977;SW1134;TP0975;TV0857;9
51314;VALLE DEL CAUCA;AP1166;AT1038;;ES0897;IM1048;ME1951;SE1157;SW0897;TP1148;TV0898;9
51315;VALLE DEL CAUCA;AP0920;AT0940;EC1035;ES1100;IM0961;ME1764;SE0910;SW1017;TP1025;TV1125;10
51316;VALLE DEL CAUCA;AP1078;AT1020;;ES1179;IM1022;;;SW1148;;;5
51321;VALLE DEL CAUCA;AP2819;AT1409;;ES1290;IM1556;;;SW1360;;TV1622;6
51322;VALLE DEL CAUCA;AP1001;AT1181;;ES0951;IM0901;ME1777;SE1097;SW1201;TP1001;TV1201;9
51326;VALLE DEL CAUCA;AP1170;AT1099;;ES2939;IM1073;;SE1086;SW0900;TP1065;TV0971;8
51327;VALLE DEL CAUCA;AP1055;AT0990;;ES0990;IM1116;ME1928;SE1058;SW1080;TP1017;TV1115;9
51328;VALLE DEL CAUCA;AP0921;AT0941;;ES1101;IM2964;ME1765;SE0911;SW1021;TP0941;TV2807;9
51329;VALLE DEL CAUCA;AP1151;AT0890;;ES1142;IM1196;ME1912;SE1054;SW0991;TP0890;TV1091;9
51331;VALLE DEL CAUCA;AP1145;AT1021;;ES1028;IM0967;ME2035;SE1109;SW1028;TP3267;TV1008;9
51332;VALLE DEL CAUCA;AP0885;AT1115;;ES1065;IM0915;ME1759;SE1155;SW1015;TP1195;TV1055;9
51334;VALLE DEL CAUCA;AP1089;AT1042;;ES1191;IM3159;ME1845;SE0961;SW1126;TP3293;TV0882;9
51336;VALLE DEL CAUCA;AP1113;AT0862;;ES1199;IM1171;ME1948;SE0969;SW0964;TP1139;TV1063;9
51338;VALLE DEL CAUCA;AP1154;AT0893;;ES1145;IM1199;ME1883;SE0997;SW0994;TP0887;TV1094;9
51339;VALLE DEL CAUCA;AP0973;AT1193;;;IM0837;ME1990;SE1072;SW1173;;TV1173;7
51341;BOLIVAR;AP2123;AT2433;;ES2353;IM3175;ME3134;SE2360;SW2418;TP3218;TV2328;9
51342;BOLIVAR;AP2242;AT2389;EC2303;ES2239;IM2260;ME3083;SE2294;SW2252;TP2359;TV2194;10
51343;VALLE DEL CAUCA;AP1074;AT1017;;ES1172;IM1016;;SE0994;SW1144;TP1118;TV0867;8
51344;VALLE DEL CAUCA;AP1075;AT1018;;ES1173;IM1017;ME1995;SE2794;SW1145;TP4337;TV0868;9
51346;VALLE DEL CAUCA;AP1083;AT1026;EC0935;ES1184;IM1027;ME1881;SE0856;SW1153;TP1126;TV0877;10
51348;ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA;AP2716;AT2716;;ES2716;IM2716;ME3316;SE2716;SW2716;TP3660;TV2716;9
51349;ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA;AP2717;AT2717;;ES2717;IM2717;ME3317;SE2717;SW2717;TP2717;TV2717;9
51351;ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA;AP2755;AT2755;;ES2755;IM2755;ME3301;SE2755;SW2755;;TV2755;8
51352;ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA;AP2709;AT2709;;ES2709;IM3204;ME3307;SE2709;SW2709;TP3568;TV2926;9
51353;ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA;AP2722;AT2722;EC2722;ES2722;IM2722;ME3321;SE2722;SW2722;TP2721;TV2722;10
51354;ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA;AP2710;AT2710;EC2710;ES2710;IM2710;ME3310;SE2710;SW2710;TP2710;TV2906;10
51355;ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA;AP2708;AT2708;EC2708;;IM3486;ME3304;SE2708;SW2708;TP2708;TV2924;9
51356;ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA;AP2925;AT2638;EC2706;ES2715;IM2706;ME3302;SE2706;SW2706;TP3701;TV2638;10
51357;ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA;AP2707;AT2707;EC2707;ES3049;IM2707;ME3303;SE2707;SW2707;TP2722;TV2707;10
51359;CAUCA;AP0698;AT3114;;;IM0551;ME1350;SE0655;SW2890;TP3610;TV0439;8
51361;CAUCA;AP0394;AT0501;;ES0511;IM0309;ME1057;SE0827;SW0409;TP0570;TV0682;9
51365;BOLIVAR;AP2435;AT2166;;ES2115;IM2215;ME2882;SE2186;SW2455;TP2416;TV2266;9
51366;BOLIVAR;AP2246;AT2356;;ES2165;IM3424;ME2980;SE2255;SW2405;TP2342;TV2294;9
51367;CAUCA;AP0331;AT0396;;ES0563;IM2991;ME1114;SE0217;SW0540;TP0584;TV0608;9
51369;CORDOBA;AP1384;AT1647;;ES1406;IM1664;ME3798;SE1398;SW1517;TP4722;TV1229;9
51370;SUCRE;AP1777;AT1777;;ES1777;IM2990;;SE1777;SW1777;TP3693;TV2038;8
51371;SUCRE;AP1909;AT1965;;ES1846;IM1848;ME2808;SE1916;SW1915;TP1913;;8
51372;CAUCA;AP0575;AT0082;EC0403;ES0666;IM0102;ME1320;SE0560;SW0850;TP0483;TV0491;10
51373;CAUCA;AP0211;AT0571;;ES0544;IM3368;ME1345;SE0562;SW0849;TP0401;TV0493;9
51375;BOLIVAR;AP2300;AT2251;;ES3063;IM2348;ME3863;SE2298;SW2229;TP5209;TV2200;9
51377;BOLIVAR;AP2441;AT2161;;ES2121;IM2221;ME2889;SE2180;SW2350;;TV2260;8
51378;CAUCA;AP0332;AT2983;;ES1070;IM3154;ME1279;SE0430;;TP3731;TV0612;8
51379;CAUCA;AP0660;AT0424;;ES0213;IM0616;ME1187;SE0539;SW0348;TP0628;TV0677;9
51380;CAUCA;AP0853;AT0508;;ES0453;IM0563;ME1001;SE0104;SW0218;TP0808;TV0556;9
51381;CAUCA;AP0576;AT0405;;ES0807;IM0392;ME1122;SE0208;SW0378;TP0676;TV0494;9
51382;CORDOBA;AP1312;AT1252;;ES1360;IM3585;ME3773;SE1512;SW1212;TP3152;TV1292;9
51383;CORDOBA;AP1336;AT1485;;ES1693;IM1566;ME2118;SE1345;SW1585;TP1356;TV1636;9
51384;CORDOBA;AP1337;AT1426;;ES1688;IM1567;ME2489;SE1466;SW1376;TP1300;TV1637;9
51385;CORDOBA;AP1513;AT1478;;ES3157;IM1705;ME2486;SE1338;SW1578;TP1599;TV1498;9
51386;CORDOBA;;AT1428;;ES1266;IM1569;ME2414;SE1468;SW1378;TP1700;TV1638;8
51387;CORDOBA;AP1445;AT1316;;;IM1545;ME2269;SE1645;SW1345;TP1545;TV1345;8
51388;CORDOBA;AP2903;AT1601;;ES1514;IM3032;;SE1564;SW1664;TP1274;TV1235;8
51389;CORDOBA;AP1478;AT1380;;ES1481;IM1631;ME3816;SE1230;SW1429;;;7
51390;CORDOBA;AP1376;AT1648;;ES1248;IM1656;ME2388;SE1393;SW1488;TP1618;TV1439;9
51391;CORDOBA;AP1278;AT1228;;ES1378;IM1338;ME2232;SE1528;SW1228;TP1328;TV2897;9
51392;CORDOBA;AP1479;AT1382;;ES1482;IM1628;;SE1227;SW1430;TP1431;TV1463;8
51393;CORDOBA;AP1243;AT1234;;ES1519;IM1344;ME2233;SE1534;SW1234;TP1334;TV2876;9
51394;CORDOBA;AP1361;AT1673;;ES1241;IM1400;ME2377;SE1386;SW1483;TP1614;TV1446;9
51395;CORDOBA;AP1577;AT1497;;ES1657;IM3498;ME3830;SE1317;SW1557;TP3549;TV1277;9
51396;CORDOBA;AP1612;AT1451;;ES1612;;;SE1262;SW1262;TP1211;TV1562;7
51397;CORDOBA;AP1576;AT1496;;ES1656;IM1216;;SE1316;SW1556;TP1566;TV1276;8
51398;CAUCA;AP0460;AT0051;;ES0460;IM0116;ME1458;SE0116;SW0116;TP0697;TV0251;9
51399;CORDOBA;AP1275;AT1245;;ES1375;IM1355;ME2295;SE1525;SW1225;TP1632;TV2887;9
51400;CORDOBA;AP1580;AT1500;;ES1659;IM1219;ME2474;SE1322;SW1560;TP3531;TV1280;9
51401;CORDOBA;AP1356;AT1668;;ES1665;IM1465;ME2381;SE1381;SW1478;;TV1441;8
51402;CORDOBA;AP1565;AT1265;;ES1770;IM1585;ME2244;SE1305;SW1305;;TV2950;8
51403;SUCRE;AP1814;AT1814;;ES1813;IM3249;ME2728;SE1822;SW1812;TP1813;TV1987;9
51404;SUCRE;AP1797;AT1797;;ES1864;IM1797;;SE1812;SW1797;TP3148;TV1797;8
51405;SUCRE;AP1798;AT1798;;ES1799;IM1798;ME2594;SE1813;SW1798;TP1799;TV1798;9
51406;SUCRE;AP1908;AT1958;;ES1845;IM1847;;SE1915;SW1914;TP3599;TV1847;8
51407;SUCRE;AP1979;AT1942;;ES1851;IM1936;ME2663;SE1921;SW1920;TP1984;TV1819;9
51408;BOLIVAR;AP2418;AT2401;;ES2148;IM3092;ME2868;SE2168;SW2318;TP3681;TV2398;9
51409;BOLIVAR;AP2150;AT2350;;ES2320;IM2370;ME0099;SE2150;SW2140;TP2391;TV2106;9
51410;BOLIVAR;AP2106;AT2306;;ES2206;IM2166;ME3022;SE2366;SW2326;TP3886;TV2246;9
51411;BOLIVAR;AP2107;AT2307;;ES2207;IM2167;ME3023;SE2367;SW2327;TP2197;TV2247;9
51412;CAUCA;AP0078;AT0639;;ES0819;IM0181;ME1339;SE0601;SW2883;TP0605;TV0646;9
51413;CAUCA;AP0370;AT0403;;ES0806;IM0399;ME1143;SE0814;SW0364;TP0433;TV0029;9
51414;CAUCA;AP0333;AT0485;;ES0381;IM0807;ME1725;SE0543;SW0823;TP0591;TV0552;9
51415;CAUCA;;AT0407;;ES0307;IM0356;ME1199;SE0607;SW0016;TP0254;TV0454;8
51416;CORDOBA;AP1678;AT1699;;ES1570;IM1426;ME2162;SE1425;SW1635;TP1682;TV1473;9
51417;CORDOBA;AP1543;AT1511;;ES1224;IM1247;ME2079;SE1417;SW1465;TP4665;TV1519;9
51418;CORDOBA;AP1676;AT1698;;ES1567;IM1428;ME2165;SE1427;SW1636;TP1685;TV2925;9
51419;CORDOBA;AP1541;AT1509;;ES1222;IM1384;ME2082;SE1452;SW1463;TP1469;TV1517;9
51420;META;AP2519;AT2519;;ES2519;IM2519;ME3245;SE2519;SW2519;TP2519;TV2519;9
51421;SUCRE;AP1885;AT1885;;ES1885;IM1885;ME2762;SE1885;SW1885;TP2995;TV1885;9
51422;BOLIVAR;AP2239;AT2386;;ES2236;IM3062;ME3088;SE2271;SW2230;;TV2191;8
51423;BOLIVAR;AP2416;AT2405;;;IM2117;ME2867;SE2166;SW2316;TP2388;TV2396;8
51424;CAUCA;AP0854;AT0507;;ES0454;IM0564;ME1002;SE0063;SW0219;TP0809;TV0557;9
51425;CAUCA;AP0157;AT0157;;ES0201;IM0157;ME1690;SE0157;SW0157;TP0157;TV0157;9
51426;CAUCA;AP0735;AT0735;;;IM0735;;SE0735;SW0735;TP0735;TV0042;7
51427;CAUCA;AP0734;AT0734;;ES0734;IM0734;ME1513;SE0734;SW0734;TP0734;TV0734;9
51428;CAUCA;AP0455;AT0665;;ES0219;IM0318;ME1727;SE0542;SW0537;;TV0551;8
51435;CAUCA;AP0412;AT0239;;ES0074;IM0418;ME1553;SE0658;SW0558;TP1093;TV0099;9
51436;CAUCA;AP0666;AT0101;;ES0210;IM0809;ME1030;SE0548;SW0519;TP0064;TV0315;9
51437;CAUCA;AP0665;AT0100;;ES0209;IM3450;ME1025;SE0547;SW0518;TP0063;TV0314;9
51439;CAUCA;AP0330;AT0395;;ES0562;IM0819;ME1104;SE0017;SW0539;TP0585;TV0607;9
51440;CAUCA;AP0445;AT0076;;ES0535;IM0515;ME1123;SE0435;SW0590;TP0322;TV0333;9
51441;CAUCA;AP0260;AT0260;;ES0260;;ME3619;SE0260;SW0260;TP0260;TV0260;8
51442;CORDOBA;AP1423;AT1343;;ES1624;IM1225;ME2263;SE1618;SW1318;TP1560;TV1323;9
51443;CORDOBA;AP1374;AT1540;;ES1670;IM1445;ME2228;SE1496;SW1651;TP1396;TV1553;9
51444;CORDOBA;AP1549;AT1690;;ES1234;IM1393;ME2371;SE1374;SW1476;TP3502;TV1451;9
51445;CORDOBA;AP1602;AT1208;;ES1398;IM1320;ME3800;SE1548;SW1248;TP3191;TV1358;9
51446;CAUCA;AP0793;;;ES0793;IM0793;ME1276;SE0793;SW0793;TP4269;TV0793;8
51447;CAUCA;AP0011;AT0011;;ES0012;IM0375;ME1166;SE0011;SW0492;TP0821;TV0691;9
51448;CAUCA;AP0795;AT0795;;ES0795;IM0795;ME1074;SE0637;SW0529;TP0795;TV0795;9
51449;CORDOBA;AP1289;AT1218;;ES1388;IM1327;ME3792;SE1538;SW1238;TP2946;TV1368;9
51451;CORDOBA;AP1281;AT1231;;ES3062;;;SE1531;SW1231;TP1558;TV1381;7
51452;CORDOBA;AP1528;AT1515;;ES1590;;ME2083;SE1444;SW1587;TP1492;TV1525;8
51453;SUCRE;AP1771;AT1771;;ES2933;IM1771;ME2656;SE1771;SW1771;TP1771;TV1771;9
51454;SUCRE;AP1748;AT1748;;ES1748;IM3477;ME3936;SE1748;SW1748;TP2022;TV1748;9
51455;SUCRE;AP1860;AT1860;;ES2995;IM1860;ME2608;SE1860;SW1860;TP1860;TV2903;9
51456;BOLIVAR;AP2403;AT2278;;ES2188;;ME2973;SE2218;SW2378;TP2438;TV2383;8
51457;CORDOBA;AP1645;AT1285;;ES1635;IM1475;ME2425;SE1285;SW1285;TP1225;TV2877;9
51458;CORDOBA;AP1438;AT1323;;ES1343;IM1538;ME2112;SE1638;SW1338;TP1556;TV1338;9
51459;CORDOBA;AP1559;AT1259;;ES1649;IM1579;ME2249;SE1299;SW1299;TP3323;TV1627;9
51460;CORDOBA;AP1557;AT1256;;ES1588;IM1577;ME3776;SE1297;SW1279;TP3161;TV1533;9
51461;CORDOBA;;AT1405;;ES1466;IM1625;ME2319;SE1404;SW1425;TP3606;TV1665;8
51462;CORDOBA;AP1702;AT1526;;ES1215;IM1497;ME3826;SE1357;SW1603;TP1503;TV1535;9
51463;SUCRE;AP1870;AT1870;;ES2958;IM1870;ME3931;SE1870;SW1870;TP2037;TV1870;9
51464;BOLIVAR;AP2271;AT2211;;ES2381;IM2411;ME2896;SE2420;SW2161;TP2120;TV2420;9
51465;BOLIVAR;AP2276;AT2206;;ES2376;IM1712;ME2891;SE2425;SW2156;TP3416;TV2425;9
51466;BOLIVAR;AP2330;AT2329;;ES2340;IM2389;ME3014;SE2131;SW2440;TP2191;TV2240;9
51467;BOLIVAR;AP2398;AT2283;;ES2193;IM2133;ME2977;SE2223;SW2383;TP3093;TV2886;9
51468;BOLIVAR;AP2127;AT2437;;ES2227;IM2397;ME3042;SE2115;SW2414;TP2341;TV2324;9
51469;BOLIVAR;AP2139;AT2339;;ES2312;IM2359;ME3080;SE2139;SW2129;TP2158;TV2209;9
51470;CORDOBA;AP1339;AT1430;;ES1268;;ME3788;SE1470;SW1380;TP1361;TV1640;8
51471;CORDOBA;AP1603;AT1209;;ES1399;IM1319;ME2230;SE1549;SW1249;TP1349;TV1359;9
51472;CORDOBA;AP1564;AT1264;;ES1654;IM1584;ME2468;SE1304;SW1304;TP1563;TV1633;9
51473;CORDOBA;AP1280;AT1230;;ES2901;IM1340;;SE1530;SW1230;;TV1380;7
51474;CORDOBA;AP1420;AT1340;;ES1320;IM1523;ME2127;SE1621;SW1321;TP3273;TV1320;9
51475;CORDOBA;AP1595;AT2853;;ES1686;IM1226;ME2188;SE1334;SW1573;TP1281;TV1265;9
51476;CORDOBA;AP1424;AT1278;;ES1324;IM3211;ME3827;SE1617;SW1317;TP4702;TV1324;9
51477;CORDOBA;AP1586;AT1487;;ES1679;IM1233;ME2190;SE1327;SW1566;TP1578;TV1257;9
51478;CORDOBA;AP1593;AT1492;;ES1680;IM1228;ME2185;SE1331;SW1570;TP1580;TV1261;9
51479;CORDOBA;AP1666;AT1465;;ES1556;IM1406;ME2161;SE1406;SW1616;TP3079;TV1485;9
51480;CORDOBA;AP1526;AT1524;;ES1597;IM1576;ME2248;SE1438;SW1591;TP3448;TV1532;9
51481;CORDOBA;AP1398;AT1538;;ES2937;IM3059;ME2294;SE1664;SW2879;TP3030;TV1551;9
51482;CORDOBA;AP1616;AT1697;;ES2987;IM2924;ME2152;SE1355;SW1515;TP3041;TV1495;9
51483;CORDOBA;AP1538;AT1637;;ES1218;IM1380;ME2085;SE1449;SW1460;TP1467;TV1425;9
51484;SUCRE;AP1881;AT1881;;ES1881;IM1881;ME2755;SE1881;SW1881;TP2078;TV1881;9
51486;SUCRE;AP1785;AT1785;;ES1785;IM1785;ME2641;SE1794;SW1785;TP3537;TV1785;9
51487;SUCRE;AP1891;AT1891;;ES1891;IM3417;ME2789;SE1891;SW1891;TP1901;TV1891;9
51488;SUCRE;AP1919;AT1970;;;IM2008;ME2812;SE1925;SW1845;TP4911;TV1958;8
51489;SUCRE;AP1865;AT1865;;ES1865;IM1865;ME2601;SE1865;SW1865;TP3332;TV1865;9
51490;SUCRE;AP1918;AT1969;;ES2084;IM1365;ME2816;SE1924;SW1844;TP2080;;8
51491;SUCRE;AP1853;AT1920;;ES2055;IM1906;ME2625;SE1973;SW1956;TP5042;TV1978;9
51492;SUCRE;AP1715;AT1977;;ES2014;IM2015;ME3911;SE1932;SW1852;TP1930;TV1965;9
51493;SUCRE;AP1921;AT1972;;ES2009;IM2010;ME2693;SE1927;SW1847;TP2055;TV1960;9
51494;SUCRE;AP2010;AT2102;;ES2005;IM3419;ME2742;SE2074;SW1941;TP2064;TV1954;9
51495;SUCRE;AP1755;AT1755;;ES2322;;ME2543;SE1755;SW1755;TP4943;TV1755;8
51496;SUCRE;AP1841;AT1956;;ES1841;IM2992;ME2807;SE1911;SW1841;TP4921;TV1841;9
51497;SUCRE;AP1863;AT1863;;ES1863;IM2104;ME2603;SE1863;SW1863;TP2955;TV1863;9
51498;CORDOBA;AP1627;AT1304;;ES1623;IM1487;ME2434;SE1335;SW1267;TP4705;TV1574;9
51499;GUAVIARE;AP2606;AT2606;;;;;SE2606;SW2606;TP2888;TV2606;6
51501;GUAVIARE;AP2612;AT3200;;ES2612;IM2612;ME3332;SE2612;SW2612;TP3648;TV2612;9
51502;GUAVIARE;AP2617;AT2617;;ES2617;IM2617;ME3274;SE2617;SW2617;TP2617;TV2617;9
51503;CAUCA;AP0468;AT0841;;ES0468;IM0218;ME1530;SE0347;SW0318;TP0088;TV0209;9
51504;BOLIVAR;AP2886;AT2252;;ES3105;IM3396;ME3848;SE2452;SW2232;TP2354;TV2203;9
51505;BOLIVAR;AP2448;AT2182;;ES2156;IM2148;ME3114;SE2246;SW2398;TP2349;TV2986;9
51507;VALLE DEL CAUCA;AP1192;AT1072;;ES0872;IM1122;ME1760;SE0873;SW0881;TP1022;TV1122;9
51509;VALLE DEL CAUCA;AP1189;AT1069;;ES0869;;ME1836;SE0870;SW0879;TP1020;;7
51510;VALLE DEL CAUCA;AP1138;AT0879;;ES1130;;ME1919;SE1039;SW0979;TP0881;TV1079;8
51512;VALLE DEL CAUCA;AP1127;AT0867;;ES1175;IM1176;ME1998;SE1199;SW0967;TP0867;TV1067;9
51514;VALLE DEL CAUCA;AP1195;AT1075;;ES0875;IM1125;ME1761;SE1134;SW0885;TP0984;TV1184;9
51515;VALLE DEL CAUCA;AP1054;AT0989;;ES0989;IM1115;ME1892;SE1057;SW1079;TP2941;TV0990;9
51516;VALLE DEL CAUCA;AP2806;AT1160;;ES1149;IM0929;ME3379;SE1080;SW0999;TP0856;TV0972;9
51518;VALLE DEL CAUCA;AP1137;AT0878;;ES1129;IM1189;ME1916;SE1038;SW0978;TP0880;TV1078;9
51519;VALLE DEL CAUCA;AP1053;AT0988;;ES2940;IM1090;ME1932;SE1056;SW1078;TP1090;TV0989;9
51520;VALLE DEL CAUCA;AP0935;AT0905;;ES3115;IM0935;ME1891;SE0945;SW1005;TP0905;TV1105;9
51521;VALLE DEL CAUCA;AP1188;AT1068;;ES0868;IM1119;ME1933;SE0869;SW0878;TP1019;TV1118;9
51522;VALLE DEL CAUCA;AP0931;AT0902;;ES0986;IM1087;ME1931;SE0906;SW1181;TP1087;TV0986;9
51524;VALLE DEL CAUCA;AP0248;AT0583;;ES0847;IM2978;ME1307;SE0227;SW0057;TP0393;TV0360;9
51525;VALLE DEL CAUCA;AP1051;AT0986;;ES0987;IM1088;;SE0907;SW1076;TP1088;TV0987;8
51526;VALLE DEL CAUCA;AP1027;AT0898;;ES2936;IM0928;ME1945;SE0939;SW0997;TP0898;TV1182;9
51527;BOLIVAR;AP2147;AT2347;;ES2317;IM2367;ME3124;SE2147;SW2137;TP2353;TV2217;9
51528;CAUCA;AP0121;AT2902;;ES0556;IM0121;ME3490;SE0121;SW0121;;TV0121;8
